collection,item_id,datetime,cloud_percent,light_haze_percent,quality_category,collection_mode,location_description,sun_elevation,sun_azimuth,view_azimuth,off_nadir,gsd,bbox,centroid_lat,centroid_lon,asset_basic_beta_udm,asset_basic_radiance_hdf5,asset_basic_sr_hdf5,asset_geolocation_array,asset_ortho_beta_udm,asset_ortho_ql_ch4,asset_ortho_radiance_hdf5,asset_ortho_sr_hdf5,asset_ortho_visual,asset_ql_ch4_json,asset_recent_monthly_mosaic,asset_thumbnail
urban,20250426_111959_16_4001,2025-04-26T11:19:59.165094Z,1,0,standard,standard_sensitivity,"Eemnes, Utrecht, Netherlands",51.3,173.5,287.7,5.4,33.11,"[5.077073962507073, 52.15320187405376, 5.429537047954588, 52.339522716456926]",52.24636229525534,5.253305505230831,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250426_111959_16_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250426_111959_16_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250426_111959_16_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250426_111959_16_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250426_111959_16_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250426_111959_16_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250426_111959_16_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250426_111959_16_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250426_111959_16_4001_thumb.png
urban,20250426_112003_32_4001,2025-04-26T11:20:03.321891Z,1,0,standard,standard_sensitivity,"De Bilt, Utrecht, Netherlands",51.4,173.4,269.3,5.6,33.09,"[5.019179616389819, 52.01279907987673, 5.370495964145497, 52.198436394570685]",52.10561773722371,5.194837790267657,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250426_112003_32_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250426_112003_32_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250426_112003_32_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250426_112003_32_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250426_112003_32_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250426_112003_32_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250426_112003_32_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250426_112003_32_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250426_112003_32_4001_thumb.png
urban,20250703_063928_86_4001,2025-07-03T06:39:28.862430Z,1,0,standard,standard_sensitivity,"Kurgancha, Baliqchi District, Andijan Region, 170300, Uzbekistan",70.7,152.9,111.7,19.7,37.49,"[71.61545618218229, 40.41481053383, 71.94739165110883, 40.690709577690974]",40.55276005576049,71.78142391664556,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250703_063928_86_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250703_063928_86_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250703_063928_86_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250703_063928_86_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250703_063928_86_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250703_063928_86_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250703_063928_86_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250703_063928_86_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250703_063928_86_4001_thumb.png
snow-ice,20250411_163421_16_4001,2025-04-11T16:34:21.163402Z,17,0,standard,standard_sensitivity,"Qikiqtaaluk Region, Nunavut, Canada",32.2,181.6,24.4,4.3,33.29,"[-67.28425291635293, 66.21612233391994, -66.66713554355412, 66.47846850878915]",66.34729542135454,-66.97569422995352,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250411_163421_16_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250411_163421_16_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250411_163421_16_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250411_163421_16_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250411_163421_16_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250411_163421_16_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250411_163421_16_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250411_163421_16_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250411_163421_16_4001_thumb.png
snow-ice,20250419_173128_87_4001,2025-04-19T17:31:28.870339Z,0,99,standard,standard_sensitivity,"Qikiqtaaluk Region, Nunavut, Canada",45.3,174.1,88.8,2.8,33.15,"[-87.56537814371967, 55.93863795212564, -87.16967005876353, 56.15055236062911]",56.044595156377376,-87.3675241012416,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250419_173128_87_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250419_173128_87_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250419_173128_87_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250419_173128_87_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250419_173128_87_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250419_173128_87_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250419_173128_87_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250419_173128_87_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250419_173128_87_4001_thumb.png
snow-ice,20250511_011730_87_4001,2025-05-11T01:17:30.870339Z,2,0,standard,standard_sensitivity,"Bilibinsky District, Chukotka Autonomous Okrug, Far Eastern Federal District, Russia",39.1,186.2,80.6,3.5,33.47,"[164.47452972372693, 68.56284771842422, 165.12249253423218, 68.78858979861056]",68.67571875851739,164.79851112897956,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250511_011730_87_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250511_011730_87_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250511_011730_87_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250511_011730_87_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250511_011730_87_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250511_011730_87_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250511_011730_87_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250511_011730_87_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250511_011730_87_4001_thumb.png
snow-ice,20250514_223907_74_4001,2025-05-14T22:39:07.740678Z,0,0,standard,standard_sensitivity,"Unorganized Borough, Alaska, United States",43.4,183.1,140.1,4.0,33.19,"[-158.58874500600015, 65.3805529521238, -158.03260696651554, 65.60180142596407]",65.49117718904392,-158.31067598625785,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250514_223907_74_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250514_223907_74_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250514_223907_74_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250514_223907_74_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250514_223907_74_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250514_223907_74_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250514_223907_74_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250514_223907_74_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250514_223907_74_4001_thumb.png
snow-ice,20250516_132954_74_4001,2025-05-16T13:29:54.740678Z,0,0,standard,standard_sensitivity,Offshore Greenland,33.1,191.9,124.9,20.4,35.77,"[-13.405720172273035, 75.80715114914175, -12.285382180335944, 76.06218747985285]",75.9346693144973,-12.84555117630449,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250516_132954_74_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250516_132954_74_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250516_132954_74_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250516_132954_74_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250516_132954_74_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250516_132954_74_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250516_132954_74_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250516_132954_74_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250516_132954_74_4001_thumb.png
snow-ice,20250606_181248_58_4001,2025-06-06T18:12:48.582000Z,11,0,standard,standard_sensitivity,"Sirmilik National Park, Qikiqtaaluk Region, Nunavut, Canada",38.6,194.0,96.7,4.0,33.28,"[-82.09185337480105, 73.60771264242672, -81.26062188660306, 73.82291013892336]",73.71531139067504,-81.67623763070205,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250606_181248_58_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250606_181248_58_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250606_181248_58_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250606_181248_58_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250606_181248_58_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250606_181248_58_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250606_181248_58_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250606_181248_58_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250606_181248_58_4001_thumb.png
snow-ice,20250515_202305_00_4001,2025-05-15T20:23:05Z,7,13,standard,standard_sensitivity,"Inuvialuit Settlement Region, Inuvik Region, Northwest Territories, Canada",33.3,194.9,107.9,9.8,38.98,"[-114.07433456955754, 75.25546646978606, -113.0727166365709, 75.4978472855726]",75.37665687767932,-113.57352560306421,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250515_202305_00_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250515_202305_00_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250515_202305_00_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250515_202305_00_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250515_202305_00_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250515_202305_00_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250515_202305_00_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250515_202305_00_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250515_202305_00_4001_thumb.png
fire,20241215_185916_33_4001,2024-12-15T18:59:16.349662Z,0,0,test,maximum_sensitivity,"Malibu, Los Angeles County, California, United States",31.4,166.3,244.2,6.8,37.45,"[-118.84705590250647, 33.91950767743557, -118.59241930222035, 34.10982552617667]",34.01466660180612,-118.71973760236341,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20241215_185916_33_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20241215_185916_33_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20241215_185916_33_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20241215_185916_33_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20241215_185916_33_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20241215_185916_33_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20241215_185916_33_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20241215_185916_33_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20241215_185916_33_4001_thumb.png
fire,20250123_185507_64_4001,2025-01-23T18:55:07.641960Z,1,1,test,standard_sensitivity,"Los Angeles County, California, United States",33.7,159.8,100.0,19.7,39.03,"[-118.6858447146261, 34.38606908543905, -118.37556404531472, 34.66724439417294]",34.52665673980599,-118.53070437997042,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250123_185507_64_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250123_185507_64_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250123_185507_64_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250123_185507_64_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250123_185507_64_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250123_185507_64_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250123_185507_64_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250123_185507_64_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250123_185507_64_4001_thumb.png
fire,20250123_185518_92_4001,2025-01-23T18:55:18.925880Z,0,2,test,standard_sensitivity,"Unincorporated Santa Monica Mountains, Los Angeles County, California, United States",34.1,159.6,109.6,20.0,39.0,"[-118.81000229560739, 33.90531288319584, -118.5024818852516, 34.19042451838735]",34.0478687007916,-118.65624209042949,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250123_185518_92_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250123_185518_92_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250123_185518_92_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250123_185518_92_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250123_185518_92_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250123_185518_92_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250123_185518_92_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250123_185518_92_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250123_185518_92_4001_thumb.png
fire,20250407_192235_24_4001,2025-04-07T19:22:35.245103Z,0,0,standard,standard_sensitivity,"Los Angeles County, California, United States",61.5,161.9,254.8,28.1,50.22,"[-118.91225079556148, 34.40828111008142, -118.57653149397706, 34.6398282590991]",34.524054684590254,-118.74439114476927,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250407_192235_24_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250407_192235_24_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250407_192235_24_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250407_192235_24_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250407_192235_24_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250407_192235_24_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250407_192235_24_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250407_192235_24_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250407_192235_24_4001_thumb.png
fire,20250407_192229_16_4001,2025-04-07T19:22:29.163402Z,0,0,standard,standard_sensitivity,"Los Angeles County, California, United States",61.3,162.1,259.3,27.2,37.13,"[-118.86237599536464, 34.61374608573343, -118.52380770193382, 34.851110553811765]",34.732428319772595,-118.69309184864923,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250407_192229_16_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250407_192229_16_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250407_192229_16_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250407_192229_16_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250407_192229_16_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250407_192229_16_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250407_192229_16_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250407_192229_16_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250407_192229_16_4001_thumb.png
fire,20250920_193207_61_4001,2025-09-20T19:32:07.628088Z,42,0,standard,maximum_sensitivity,"Malibu, Los Angeles County, California, United States",56.6,173.0,180.4,15.6,34.0,"[-118.75136948452425, 33.905480796436365, -118.4874634629537, 34.0939322961548]",33.999706546295585,-118.61941647373897,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250920_193207_61_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250920_193207_61_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250920_193207_61_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250920_193207_61_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250920_193207_61_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250920_193207_61_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250920_193207_61_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250920_193207_61_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250920_193207_61_4001_thumb.png
fire,20250726_192343_21_4001,2025-07-26T19:23:43.227444Z,1,4,standard,maximum_sensitivity,"Valencia, Los Angeles County, California, 91383, United States",72.7,149.2,35.4,16.9,38.35,"[-118.74741596087237, 34.3562480067096, -118.47159841961447, 34.56429014211425]",34.460269074411926,-118.60950719024342,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250726_192343_21_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250726_192343_21_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250726_192343_21_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250726_192343_21_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250726_192343_21_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250726_192343_21_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250726_192343_21_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250726_192343_21_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250726_192343_21_4001_thumb.png
